ticker,Date,Open,High,Low,Close,Adj Close,Volume,name,is_active,exchange_code,country_code,currency_code,Sector,Industry
KTOS,2024-01-02,20.290000915527344,20.43000030517578,19.540000915527344,19.760000228881836,19.760000228881836,946000,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-03,19.6200008392334,19.739999771118164,18.450000762939453,18.5,18.5,1800200,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-04,18.700000762939453,18.860000610351562,18.34000015258789,18.530000686645508,18.530000686645508,706800,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-05,18.530000686645508,18.639999389648438,18.270000457763672,18.299999237060547,18.299999237060547,772400,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-08,18.170000076293945,18.520000457763672,17.8700008392334,18.510000228881836,18.510000228881836,720300,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-09,18.290000915527344,18.399999618530273,18.030000686645508,18.1299991607666,18.1299991607666,835500,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-10,18.309999465942383,18.68000030517578,18.209999084472656,18.579999923706055,18.579999923706055,916400,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-11,18.549999237060547,18.549999237060547,18.110000610351562,18.40999984741211,18.40999984741211,713100,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-12,18.649999618530273,18.969999313354492,18.489999771118164,18.959999084472656,18.959999084472656,595900,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-16,19.290000915527344,19.350000381469727,18.479999542236328,18.65999984741211,18.65999984741211,691800,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-17,18.34000015258789,18.579999923706055,18.260000228881836,18.360000610351562,18.360000610351562,540400,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-18,18.420000076293945,18.639999389648438,18.360000610351562,18.510000228881836,18.510000228881836,612000,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-19,18.450000762939453,18.450000762939453,18.09000015258789,18.350000381469727,18.350000381469727,668900,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-22,18.530000686645508,18.770000457763672,18.5,18.59000015258789,18.59000015258789,881000,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-23,18.68000030517578,18.81999969482422,18.040000915527344,18.059999465942383,18.059999465942383,894700,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-24,18.219999313354492,18.270000457763672,17.34000015258789,17.389999389648438,17.389999389648438,1339800,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-25,17.469999313354492,17.610000610351562,17.139999389648438,17.459999084472656,17.459999084472656,810200,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-26,17.5,17.68000030517578,17.06999969482422,17.200000762939453,17.200000762939453,749100,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-29,17.260000228881836,17.690000534057617,17.200000762939453,17.6299991607666,17.6299991607666,796000,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-30,17.530000686645508,17.600000381469727,17.1299991607666,17.280000686645508,17.280000686645508,603800,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-01-31,17.389999389648438,17.479999542236328,16.93000030517578,16.93000030517578,16.93000030517578,1062400,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
KTOS,2024-02-01,17.079999923706055,17.239999771118164,16.709999084472656,17.239999771118164,17.239999771118164,855900,Kratos Defense & Security Solutions,1,XNAS,USA,USD,industrials,aerospace-defense
