ticker,Date,Open,High,Low,Close,Adj Close,Volume,name,is_active,exchange_code,country_code,currency_code,Sector,Industry
AAM,2024-09-16,9.979999542236328,9.979999542236328,9.960000038146973,9.979999542236328,9.979999542236328,929200,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-09-17,9.979999542236328,9.989999771118164,9.979999542236328,9.979999542236328,9.979999542236328,1564000,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-09-18,9.989999771118164,9.989999771118164,9.982000350952148,9.982000350952148,9.982000350952148,4500,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-09-19,9.989999771118164,9.989999771118164,9.979999542236328,9.979999542236328,9.979999542236328,319200,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-09-20,9.989999771118164,10.0,9.979999542236328,9.989999771118164,9.989999771118164,212700,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-09-23,9.989999771118164,10.0,9.989999771118164,9.989999771118164,9.989999771118164,159700,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-09-24,10.010000228881836,10.010000228881836,9.989999771118164,10.005000114440918,10.005000114440918,15400,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-09-25,10.010000228881836,10.010000228881836,9.989999771118164,9.994999885559082,9.994999885559082,250600,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-09-26,10.010000228881836,10.010000228881836,10.0,10.010000228881836,10.010000228881836,1623800,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-09-27,10.029999732971191,10.029999732971191,10.010000228881836,10.010000228881836,10.010000228881836,537100,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-09-30,10.020000457763672,10.020000457763672,10.010000228881836,10.020000457763672,10.020000457763672,191700,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-01,10.020000457763672,10.020000457763672,10.010000228881836,10.010000228881836,10.010000228881836,118300,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-02,10.020000457763672,10.029999732971191,10.010000228881836,10.010000228881836,10.010000228881836,1112100,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-03,10.020000457763672,10.020000457763672,10.010000228881836,10.015000343322754,10.015000343322754,396300,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-04,10.020000457763672,10.020000457763672,10.015000343322754,10.015000343322754,10.015000343322754,51200,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-07,10.039999961853027,10.039999961853027,10.015000343322754,10.020000457763672,10.020000457763672,19500,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-08,10.010000228881836,10.020000457763672,10.010000228881836,10.020000457763672,10.020000457763672,5500,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-09,10.010000228881836,10.020000457763672,10.010000228881836,10.010000228881836,10.010000228881836,458700,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-10,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,92000,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-11,10.010000228881836,10.020000457763672,10.010000228881836,10.020000457763672,10.020000457763672,24300,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-14,10.029999732971191,10.029999732971191,10.020000457763672,10.020000457763672,10.020000457763672,5100,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
AAM,2024-10-15,10.020000457763672,10.020000457763672,10.017999649047852,10.017999649047852,10.017999649047852,500,AA Mission Acquisition Corp.,1,XNYS,USA,USD,,
