ticker,name,is_active,exchange_code,country_code,currency_code
DPCSW,DP Cap Acquisition Corp I Warrants,1,XNAS,USA,USD
DROV,Drovers Bancshares Corp,0,XNAS,USA,USD
DRS_old,Leonardo DRS Inc. Common Stock,0,XNAS,USA,USD
DSACU,Duddell Street Acquisition Corp,0,XNAS,USA,USD
DSGX,Descartes Systems Group Inc,1,XNAS,USA,USD
DTEK,Display Technologies Inc,0,XNAS,USA,USD
DVINQ,DVINQ,0,XNAS,USA,USD
DWIN,Delwinds Insurance Acquisition Corp,0,XNAS,USA,USD
DZSI,DZS Inc,1,XNAS,USA,USD
EASY,Easylink Services Corp,0,XNAS,USA,USD
NUFO,New Focus Inc,0,XNAS,USA,USD
NUVA,NuVasive Inc,0,XNAS,USA,USD
NUZE,Nuzee Inc,1,XNAS,USA,USD
NVDM,Novadigm Inc,0,XNAS,USA,USD
NVIV,InVivo Therapeutics Holdings Corp,0,XNAS,USA,USD
NWRE,Neoware Inc,0,XNAS,USA,USD
NXTC,NextCure  Inc,1,XNAS,USA,USD
NXTM,NxStage Medical Inc,0,XNAS,USA,USD
OBNK,Origin Bancorp Inc,0,XNAS,USA,USD
OGXI,OncoGenex Pharmaceuticals Inc,0,XNAS,USA,USD
OISI,Ophthalmic Imaging Systems,0,XNAS,USA,USD
OISO,OISO,0,XNAS,USA,USD
OMRI,Omrix Biopharmaceuticals Inc,0,XNAS,USA,USD
ONAVQ,Omega Navigation Enterprises Inc,0,XNAS,USA,USD
ONCYF,Oncolytics Biotech Inc,0,XNAS,USA,USD
ONSI1,Orion Network Systems Inc,0,XNAS,USA,USD
OPNT,Opiant Pharmaceuticals Inc,0,XNAS,USA,USD
OSUR,OraSure Technologies Inc,1,XNAS,USA,USD
OVER,Overture Services Inc,0,XNAS,USA,USD
PAVMU,PAVmed Inc,0,XNAS,USA,USD
PBAL1,PepperBall Technologies Inc,0,XNAS,USA,USD
PBBK,PB Bankshares Inc,1,XNAS,USA,USD
PCAF,Printcafe Software Inc,0,XNAS,USA,USD
PCOM,Points International Ltd.,0,XNAS,USA,USD
PEBK,Peoples Bancorp of North Carolina,1,XNAS,USA,USD
PFSL,Pocahontas Bancorp Inc,0,XNAS,USA,USD
PFX,Phenixfin Corporation,1,XNAS,USA,USD
PGNY,Progyny Inc,1,XNAS,USA,USD
PNSN,Penson Worldwide Inc,0,XNAS,USA,USD
PNVNQ,PNVNQ,0,XNAS,USA,USD
PPGH,Poema Global Holdings Corp,0,XNAS,USA,USD
PPHPR,PHP Ventures Acquisition Corp. Rights,0,XNAS,USA,USD
PRFT,Perficient Inc,1,XNAS,USA,USD
PRNB,Principia Biopharma Inc,0,XNAS,USA,USD
PROX,Proximus SA,0,XNAS,USA,USD
PRTHW,Priority Technology Holdings Inc,0,XNAS,USA,USD
PRVL1,Provell Inc,0,XNAS,USA,USD
PSDV,pSivida Corp,0,XNAS,USA,USD
PSUNQ,Pacific Sunwear Of California Inc,0,XNAS,USA,USD
PTCH,Pacer Technology,0,XNAS,USA,USD
PTHW,Pathways Group Inc,0,XNAS,USA,USD
PUCK,Goal Acquisitions Corp,1,XNAS,USA,USD
PWRH,Powerhouse Technologies Inc,0,XNAS,USA,USD
PZZ,Prospect Medical Holdings Inc,0,XNAS,USA,USD
QELLW,Qell Acquisition Corp,0,XNAS,USA,USD
QFABQ,Quaker Fabric Corp,0,XNAS,USA,USD
QMRK,QUALMARK CORP,0,XNAS,USA,USD
QTETR,Quartet Merger Corp,0,XNAS,USA,USD
RBAK,Redback Networks Inc,0,XNAS,USA,USD
RCNCQ,Rcn Corp,0,XNAS,USA,USD
RDOC,Integrated Surgical Systems Inc,0,XNAS,USA,USD
REFR,Research Frontiers Incorporated,1,XNAS,USA,USD
RENEW,Cartesian Growth Corporation II Warrant,1,XNAS,USA,USD
REST,Restore Medical Inc,0,XNAS,USA,USD
REVUQ,REVUQ,0,XNAS,USA,USD
RHBT,Rhbt Financial Corp,0,XNAS,USA,USD
RIDE_old,Ride Inc,0,XNAS,USA,USD
RMBI,Richmond Mutual Bancorporation Inc,1,XNAS,USA,USD
RMNI,Rimini Street Inc,1,XNAS,USA,USD
RNAC,Cartesian Therapeutics Inc.,1,XNAS,USA,USD
RNIC,Robinson Nugent Inc,0,XNAS,USA,USD
ROIA,Radio One Inc,0,XNAS,USA,USD
ROIQU,ROI Acquisition Corp II,0,XNAS,USA,USD
ROKU,Roku Inc,1,XNAS,USA,USD
RPCX,Resourcephoenix Com,0,XNAS,USA,USD
RPRX,Royalty Pharma Plc,1,XNAS,USA,USD
RPXC,RPX Corporation,0,XNAS,USA,USD
RSSS,Research Solutions Inc,1,XNAS,USA,USD
EBIX,Ebix Inc,0,XNAS,USA,USD
EDEN1,Eden Bioscience Corp,0,XNAS,USA,USD
EDGW,Edgewater Technology Inc,0,XNAS,USA,USD
EFHTR,EF Hutton Acquisition Corporation I Rights,0,XNAS,USA,USD
EGLT,Egalet Corporation,0,XNAS,USA,USD
EGRX,Eagle Pharmaceuticals Inc,1,XNAS,USA,USD
ELECW,Electrum Special Acquisition Corp Wt Exp 2020,0,XNAS,USA,USD
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1,XNAS,USA,USD
ENSC,Ensysce Biosciences Inc,1,XNAS,USA,USD
ENVY,Envoy Corp,0,XNAS,USA,USD
EPYSQ,Employee Solutions Inc,0,XNAS,USA,USD
ERPS,Enterprise Informatics Inc,0,XNAS,USA,USD
ESGL,ESGL Holdings Limited Ordinary Shares,1,XNAS,USA,USD
ESLS,ESLS,0,XNAS,USA,USD
ETEC1,Etec Systems Inc,0,XNAS,USA,USD
EVBS,Eastern Virginia Bankshares Inc,0,XNAS,USA,USD
EYEG,AB Corporate Bond ETF,0,XNAS,USA,USD
FATS,Firearms Training Systems Inc,0,XNAS,USA,USD
FCNCA,First Citizens BancShares Inc,1,XNAS,USA,USD
FDUSG,FDUSG,0,XNAS,USA,USD
FEXDR,Fintech Ecosystem Development Corp. Right,0,XNAS,USA,USD
FGCIQ,FGCIQ,0,XNAS,USA,USD
FHLTW,Future Health ESG Corp. Warrant,1,XNAS,USA,USD
FKKY,Frankfort First Bancorp Inc,0,XNAS,USA,USD
FLSH,Msystems Ltd,0,XNAS,USA,USD
FNGN,Financial Engines Inc,0,XNAS,USA,USD
FNTCU,FinTech Acquisition Corp,0,XNAS,USA,USD
FOCL,Focal Inc,0,XNAS,USA,USD
FOSLL,Fossil Group Inc. 7% Senior Notes due 2026,1,XNAS,USA,USD
FRBN,Forbion European Acquisition Corp,0,XNAS,USA,USD
FRTZ,Fritz Companies Inc,0,XNAS,USA,USD
FSYS,Fuel Systems Solutions Inc,0,XNAS,USA,USD
FTAA,FTAC Athena Acquisition Corp,0,XNAS,USA,USD
FTCVW,Fintech Acquisition Corp. V,0,XNAS,USA,USD
FTPAU,FTAC Parnassus Acquisition Corp Unit,0,XNAS,USA,USD
